Name	Q-E	ZN-E	PH-E	DBO-E	DQO-E	SS-E	SSV-E	SED-E	COND-E	PH-P	DBO-P	SS-P	SSV-P	SED-P	COND-P	PH-D	DBO-D	DQO-D	SS-D	SSV-D	SED-D	COND-D	PH-S	DBO-S	DQO-S	SS-S	SSV-S	SED-S	COND-S	RD-DBO-P	RD-SS-P	RD-SED-P	RD-DBO-S	RD-DQO-S	RD-DBO-G	RD-DQO-G	RD-SS-G	RD-SSED-G
D-19/4/91	38045	9.60	8.1	177	428	220	61.8	4.5	1372	8.0	160	244	55.7	5.3	1335	7.9	138	372	90	73.3	0.4	1340	7.7	20	104	18	88.9	0.02	1323	13.8	63.1	93.3	85.5	72.0	88.7	75.7	91.8	99.6
D-21/4/91	31191	1.98	7.9	270	321	168	66.7	4.0	1026	7.9	226	200	63.0	3.5	971	7.8	100	226	82	80.5	0.3	1009	7.7	14	51	16	82.5	0.00	1086	55.8	59.0	91.4	86.0	77.4	94.8	84.1	90.5	100
D-22/4/91	36215	6.45	7.5	161	392	266	48.1	6.0	1156	7.8	252	208	47.1	3.5	1105	7.9	110	238	82	78.0	0.4	1108	7.7	15	59	13	83.1	0.02	1035	56.3	60.6	88.6	86.4	75.2	90.7	84.9	95.1	99.7
D-23/4/91	34719	9.00	7.7	173	388	322	50.3	5.5	1196	7.7	167	210	61.9	4.5	1171	7.8	149	319	110	76.4	0.7	1234	7.6	20	108	24	79.2	0.02	1250	10.8	47.6	84.4	86.6	66.1	88.4	72.2	92.5	99.6
D-24/4/91	35729	2.90	7.7	334	841	616	59.7	14	1285	7.8	357	572	55.9	15.5	1378	7.9	170	?	102	80.4	0.4	1420	7.8	23	100	20	96.7	0.00	1433	52.4	82.2	97.4	86.5	?	93.1	88.1	96.8	100
D-25/4/91	36395	6.50	7.7	183	449	380	52.6	6.5	1306	7.8	258	464	50.9	7.5	1410	7.9	125	292	88	77.3	0.3	1498	7.7	23	54	19	89.5	0.02	1512	51.6	81.0	96.0	81.6	81.5	87.4	88.0	95.0	99.7
D-26/4/91	41503	8.70	7.5	133	346	274	46.0	?	1186	7.3	125	146	58.9	?	1203	7.1	113	196	74	73.0	?	1229	7.0	17	65	18	83.3	?	1272	9.6	49.3	?	85.0	66.8	87.2	81.2	93.4	?
D-28/4/91	27642	1.80	7.5	69	170	180	40.0	1.4	810	7.5	130	310	40.0	3.0	827	7.5	83	124	80	65.0	0.3	866	7.5	13	39	14	92.9	0.02	949	36.2	74.2	90.0	84.3	68.5	81.2	77.1	92.2	98.6
D-29/4/91	35760	1.77	7.6	115	295	182	51.6	25	1400	7.7	125	166	55.4	19	1418	7.8	98	225	84	81.0	1.0	1396	7.7	19	58	19	84.2	0.05	1316	21.6	49.4	94.7	80.6	74.2	83.5	80.3	89.6	99.8
D-1/7/91	33416	1.73	7.4	167	333	242	66.1	4.5	1960	7.6	211	202	67.3	4.5	2090	7.7	106	274	80	87.5	0.1	1942	7.7	12	73	14	78.6	0.01	1788	49.8	60.4	97.8	88.7	73.4	92.8	78.1	94.2	99.8
D-2/7/91	35518	4.20	7.8	133	105	208	54.8	3.5	1293	7.8	138	236	52.5	4.5	1347	7.8	91	125	58	82.8	0.1	1323	7.7	16	20	16	93.7	0.01	1318	34.1	75.4	97.8	82.4	84.0	88.0	81.0	92.3	99.7
D-3/7/91	35623	4.40	7.6	151	404	204	67.6	3.5	1565	7.6	137	232	62.9	4.0	1629	7.6	88	277	80	70.0	0.1	1575	7.4	12	?	13	92.3	0.01	1467	35.8	65.5	97.5	86.4	?	92.1	?	93.6	99.7
D-4/7/91	32815	6.60	7.8	151	485	198	71.7	3.5	1535	7.7	140	156	61.5	4.0	1528	7.7	102	283	78	76.7	0.1	1571	7.6	13	101	14	76.8	0.01	1605	27.1	50.0	97.5	87.3	64.3	91.4	79.2	92.9	99.7
D-5/7/91	32454	3.42	7.4	148	545	202	72.3	?	1337	7.4	138	272	62.5	?	1334	7.4	67	200	76	88.9	?	1283	7.4	11	163	11	90.9	?	1365	51.4	72.1	?	83.6	18.5	92.6	70.1	94.6	?
D-7/7/91	26590	2.92	7.5	134	351	108	81.5	3.0	1135	7.5	154	182	64.8	3.0	1115	7.5	123	351	124	75.8	0.9	1117	7.4	12	107	15	78.7	0.01	1220	20.1	31.9	70.0	90.2	69.5	91.0	69.5	86.1	99.7
D-8/7/91	33636	33.5	7.5	166	481	368	51.1	6.3	1355	7.6	155	302	54.3	5.5	1359	7.9	110	283	96	75.0	0.3	1283	8.0	29	113	?	?	?	1240	29.0	68.2	94.5	73.6	60.1	82.5	76.5	?	?
D-9/7/91	32334	19.1	7.6	179	461	298	55.7	5.0	1340	7.6	225	212	63.2	5.5	1395	7.5	111	307	84	76.2	0.2	1292	7.4	20	125	24	78.3	0.01	1300	50.7	60.4	96.4	82.0	59.3	88.8	72.9	91.9	99.8
D-10/7/91	35178	3.70	7.7	159	396	154	68.8	3.0	1440	7.8	159	184	67.4	3.1	1520	7.8	105	295	82	83.0	0.2	1415	7.7	23	109	30	86.7	0.01	1479	34.0	55.4	93.5	78.1	63.1	85.5	72.5	80.5	99.7
D-11/7/91	?	6.30	7.7	146	375	244	57.4	4.0	1413	7.8	158	280	55.7	6.5	1486	7.7	116	282	96	81.3	0.7	1449	7.6	23	112	32	82.5	0.01	1410	26.6	65.7	89.2	80.2	60.3	84.2	70.1	86.9	99.8
D-12/7/91	?	2.60	7.8	198	604	288	58.3	4.7	1235	7.8	229	222	60.4	4.5	1330	7.7	144	391	104	73.1	0.9	1320	7.7	31	159	41	82.9	0.02	1399	37.1	53.2	80.0	78.5	59.3	84.3	73.7	85.8	99.6
D-14/7/91	?	0.80	7.6	177	388	170	69.4	4.0	1147	7.7	166	198	66.7	3.0	1126	7.6	89	208	68	82.4	0.2	1105	7.7	14	74	16	87.5	0.00	1170	46.4	65.7	93.3	84.3	64.4	92.1	80.9	90.6	100
D-15/7/91	?	5.70	7.7	197	545	254	59.8	6.0	1202	7.7	182	248	61.0	4.0	1218	7.7	120	325	124	77.0	0.6	1168	7.6	20	216	18	100	0.00	1205	34.1	50.0	85.0	83.3	33.5	89.8	60.4	92.9	100
D-16/7/91	?	1.10	7.6	149	412	208	57.7	4.3	1593	7.7	127	194	60.8	4.0	1710	7.7	96	298	128	65.6	0.7	1606	7.8	17	110	22	83.6	0.00	1602	24.4	34.0	82.5	82.3	63.1	88.6	73.3	89.4	100
D-17/7/91	?	0.70	7.6	149	359	242	61.2	4.0	1315	7.7	221	280	62.9	7.0	1240	7.7	121	294	138	62.3	0.7	1250	7.8	105	290	104	86.5	0.00	1434	45.2	50.7	90.0	13.2	1.4	29.5	19.2	57.0	100
D-18/7/91	?	1.00	7.6	186	495	222	65.8	5.5	1518	7.6	168	222	64.0	4.5	1496	7.6	110	?	112	69.6	1.0	1505	7.6	101	292	74	83.8	0.25	1642	34.5	49.5	77.8	8.2	?	45.7	41.0	66.7	95.5
D-19/7/91	?	1.60	6.9	233	472	242	65.3	5.0	1183	7.3	192	236	58.5	4.5	1165	7.3	124	357	116	65.5	1.4	1253	7.5	101	236	78	74.4	0.02	1374	35.4	50.8	68.9	18.5	33.9	56.7	50.0	67.8	99.6
D-21/7/91	?	0.90	7.3	185	395	216	62.0	3.0	1367	7.4	238	232	59.5	3.0	1383	7.5	93	263	102	58.8	0.3	1356	7.6	31	117	39	71.8	0.01	1444	60.9	56.0	90.0	66.7	55.5	83.2	70.4	81.9	100
D-22/7/91	?	4.00	7.5	182	605	208	75.0	5.0	1672	7.5	155	230	61.7	5.0	1734	7.5	129	308	82	75.6	0.1	1693	7.6	26	86	21	70.5	0.01	1603	16.8	64.3	98.0	79.8	72.1	85.7	85.8	89.9	100
D-23/7/91	?	1.80	7.6	198	432	224	64.3	4.0	2150	7.7	195	208	67.3	3.5	2100	7.6	106	290	92	73.9	0.2	2140	7.6	19	90	33	82.4	0.01	2240	45.6	55.8	95.7	82.1	69.0	90.4	79.2	85.3	100
D-24/7/91	?	1.50	8.1	129	318	140	67.1	3.0	1319	8.0	124	136	69.1	2.0	1320	7.6	101	277	70	85.7	0.1	1270	7.5	15	86	22	86.4	0.01	1289	18.5	48.5	95.0	85.1	69.0	88.4	73.0	84.3	100
D-25/7/91	?	5.70	7.7	115	408	290	51.0	4.0	2150	7.7	139	198	67.7	2.5	2050	7.6	96	290	98	75.5	0.1	1924	7.5	20	118	46	75.7	0.01	2060	30.9	50.5	96.0	79.2	59.3	82.6	71.1	84.1	100
D-26/7/91	?	2.40	7.6	132	253	200	49.0	2.8	2110	7.6	129	256	50.0	2.5	2060	7.6	106	245	94	83.0	0.1	1974	7.6	15	90	28	85.7	0.02	1959	17.8	63.3	96.0	85.8	63.3	88.6	64.4	86.0	99.3
D-28/7/91	?	1.40	7.5	188	263	148	67.5	2.0	1645	7.5	148	134	77.6	1.7	1668	7.6	98	198	56	89.3	0.1	1671	7.7	14	85	21	85.7	0.00	1760	33.8	58.2	94.1	85.7	57.1	92.6	67.7	85.8	100
D-29/7/91	?	0.20	7.8	114	273	138	73.9	3.8	1870	7.8	128	172	75.6	3.5	1929	7.8	80	192	68	82.4	0.2	1835	7.5	14	73	14	88.6	0.01	1809	37.5	60.5	95.7	82.5	62.0	87.7	73.3	89.9	99.7
D-30/7/91	?	0.55	7.4	159	394	170	69.4	3.0	1450	7.4	155	196	60.2	3.0	1556	7.4	111	?	78	71.8	0.1	1690	7.6	16	110	26	78.5	0.01	1693	28.4	60.2	98.3	85.6	?	89.9	72.1	84.7	99.7
D-31/7/91	?	1.60	7.5	170	336	168	69.0	2.6	1531	7.5	192	200	67.0	3.0	1485	7.6	101	265	80	80.0	0.1	1642	7.7	19	99	34	79.4	0.02	1648	47.4	60.0	98.3	81.2	62.6	88.8	70.5	79.8	99.2
D-2/6/91	32308	1.75	7.7	118	295	178	62.9	3.0	1459	7.7	137	236	53.4	4.0	1442	7.7	103	231	104	67.3	0.3	1474	7.6	12	72	11	81.8	0.02	1607	24.8	55.9	92.5	88.3	68.8	89.8	75.6	93.8	99.3
D-3/6/91	31114	1.00	7.8	181	462	216	62.0	5.5	1315	7.8	197	354	54.2	8.0	1377	7.8	124	307	118	64.4	0.3	1270	7.7	22	68	20	75.0	0.05	1142	37.1	66.7	96.3	82.3	77.9	87.8	85.3	90.7	99.1
D-4/6/91	31205	0.58	7.7	214	467	242	61.2	4.5	1171	7.8	218	318	55.3	6.0	1205	7.7	132	300	116	67.2	0.2	1312	7.7	22	86	22	81.8	0.05	1333	39.4	63.5	96.7	83.3	71.3	89.7	81.6	90.9	98.9
D-5/6/91	35509	1.14	7.8	181	358	228	64.0	4.3	1224	7.9	243	456	49.6	9.5	1263	7.9	107	272	112	66.7	0.3	1265	7.8	16	105	16	75.0	0.01	1268	56.0	75.4	96.8	85.0	61.4	91.2	70.7	93.0	99.8
D-6/6/91	34903	2.22	7.7	227	416	218	62.4	5.4	1335	7.7	257	416	50.0	8.0	1350	7.7	156	311	134	59.7	0.5	1368	7.7	25	86	16	75.0	0.01	1379	39.3	67.8	93.8	84.0	72.3	89.0	79.3	92.7	99.8
D-7/6/91	34294	5.90	7.6	146	438	174	67.8	?	1102	7.6	182	332	55.4	?	1093	7.5	123	340	112	64.3	?	1239	7.5	23	78	16	87.5	?	1213	32.4	66.3	?	81.3	77.1	84.2	82.2	90.8	?
D-9/6/91	30614	0.92	7.7	146	313	168	64.3	4.3	1019	7.7	173	246	58.5	5.9	1020	7.7	116	183	124	64.5	0.2	1034	7.6	16	59	15	80.0	0.00	1056	32.9	49.6	96.6	86.2	67.8	89.0	81.2	91.1	100
D-10/6/91	33239	2.50	7.8	217	591	264	66.7	7.5	1234	7.7	227	500	52.8	8.5	1219	7.8	135	338	132	66.7	0.3	1294	7.7	17	84	27	77.8	0.02	1247	40.5	73.6	97.1	87.4	75.1	92.2	85.8	89.8	99.7
D-12/6/91	32100	1.50	7.5	277	523	324	67.9	7.0	1817	7.6	315	348	56.3	9.0	1816	7.8	154	297	84	66.7	0.2	1829	7.7	21	53	19	77.9	0.00	1819	51.1	75.9	98.3	86.4	82.2	92.4	89.9	94.1	100
D-13/6/91	32538	1.00	7.6	219	511	286	58.0	6.5	1326	7.8	243	382	56.5	7.0	1420	7.8	142	323	106	71.7	0.2	1359	7.7	22	98	21	74.3	0.02	1361	41.6	72.3	97.1	84.5	69.7	90.0	80.8	92.7	99.7
D-14/6/91	35571	1.75	7.2	166	549	138	63.8	?	1769	7.4	197	426	49.8	?	1882	7.5	111	287	74	70.3	?	2100	7.6	15	85	9	88.9	?	2030	43.7	82.6	?	86.5	70.4	91.0	84.5	93.5	?
D-16/6/91	33210	1.25	7.5	164	353	218	61.5	4.5	1535	7.6	185	244	58.2	5.0	1489	7.7	107	229	80	75.0	0.2	1573	7.6	15	59	14	71.4	0.02	1679	42.2	67.2	97.0	86.0	74.2	90.9	83.3	93.6	99.6
D-17/6/91	34097	0.72	7.8	192	330	190	57.9	5.5	1775	7.8	206	218	55.1	5.5	1782	7.8	117	275	82	73.2	0.2	1716	7.7	10	70	19	67.4	0.02	1605	43.2	62.4	96.4	91.5	74.5	94.8	78.8	90.0	99.6
D-18/6/91	31224	0.73	7.8	231	473	222	62.2	4.5	1309	7.8	279	268	57.5	6.0	1368	7.9	118	299	82	78.0	0.2	1529	7.7	27	136	29	75.9	0.02	1523	57.7	69.4	97.5	77.1	54.5	88.3	71.2	86.9	99.6
D-19/6/91	35389	0.36	7.6	157	392	232	53.4	5.0	1565	7.7	163	274	54.0	6.0	1517	7.8	103	250	76	81.6	0.2	1630	7.6	18	65	22	81.8	0.03	1610	36.8	72.3	97.5	82.5	74.0	88.5	83.4	90.5	99.5
D-20/6/91	36708	3.90	7.8	196	403	200	66.0	5.0	1592	7.8	301	236	69.5	4.5	1478	7.7	130	288	74	83.8	0.2	1469	7.6	12	54	14	85.7	0.01	1483	56.8	68.6	95.6	90.8	81.3	93.9	86.6	93.0	99.8
D-21/6/91	33064	1.20	7.7	266	438	200	62.0	4.5	1396	7.9	217	214	62.6	4.5	1423	7.9	137	269	74	75.7	0.2	1471	7.8	13	104	16	77.5	0.02	1441	36.9	65.4	95.6	90.5	61.3	95.1	76.3	92.0	99.6
D-24/6/91	31949	3.30	7.3	133	310	208	56.7	3.5	1134	7.5	137	168	64.3	2.5	1133	7.6	104	212	64	81.3	0.2	1143	7.6	6	90	12	83.3	0.01	1226	24.1	61.9	92.0	94.2	57.5	95.5	71.0	94.2	99.7
D-25/6/91	35195	3.20	7.6	134	404	190	57.9	5.5	1305	7.7	207	212	59.4	5.5	1341	7.8	109	325	64	81.3	0.2	1286	7.6	17	95	26	73.1	0.01	1190	47.3	69.8	97.3	84.4	70.8	87.3	76.5	86.3	99.8
D-26/6/91	34886	0.85	7.6	178	310	198	66.7	5.5	1560	7.7	156	178	66.3	3.0	1549	7.7	100	248	74	89.2	0.1	1590	7.7	13	62	22	81.8	0.01	1635	35.9	58.4	96.7	87.0	75.0	92.7	80.0	88.9	99.8
D-27/6/91	33708	0.45	7.8	171	380	164	82.9	4.5	1565	7.8	216	190	80.0	4.5	1589	7.8	119	279	52	100	0.1	1571	7.7	12	74	13	83.1	0.01	1560	44.9	72.6	97.8	89.9	73.5	93.0	80.5	92.1	99.8
D-28/6/91	32253	1.94	7.7	140	380	178	65.2	4.5	1668	7.7	147	182	68.1	3.5	1789	7.8	110	272	66	84.8	0.2	1898	7.8	15	92	22	77.3	0.00	1883	25.2	63.7	95.7	86.4	66.2	89.3	75.8	87.6	100
D-30/6/91	29793	2.40	7.6	137	372	170	71.8	4.0	1704	7.7	143	172	?	3.3	1616	7.7	100	290	76	81.6	0.5	1705	7.8	10	78	10	100	0.01	1817	30.1	55.8	84.6	90.0	73.1	92.7	79.0	94.1	99.8
D-1/10/91	32208	0.54	7.6	145	258	194	58.8	2.5	985	7.6	161	204	55.9	2.8	991	7.7	94	196	82	70.7	0.2	1050	7.8	19	55	20	88.0	0.01	1124	41.6	59.8	92.9	79.8	71.9	86.9	78.7	89.7	99.6
D-2/10/91	33649	1.44	7.5	147	351	230	47.0	3.5	1395	7.7	169	264	47.7	4.2	1390	7.8	99	253	86	76.7	0.3	1160	7.8	24	89	17	84.7	0.01	1068	41.4	67.4	92.9	75.8	64.8	83.7	?	92.6	99.7
D-3/10/91	34536	0.47	7.6	133	316	188	61.7	2.5	1273	7.5	219	218	59.6	3.5	1322	7.6	69	264	92	71.7	0.2	1373	7.7	20	104	22	76.4	0.01	1371	68.5	57.8	94.3	71.0	60.6	85.0	67.1	88.3	99.6
D-4/10/91	33178	1.40	7.6	155	392	182	64.8	4.5	1198	7.7	?	180	66.7	4.0	1264	7.8	34	356	78	79.5	0.4	1245	7.8	12	68	15	72.0	0.01	1248	?	56.7	90.0	64.7	80.9	92.3	82.7	91.8	99.8
D-5/10/91	33695	1.10	7.3	133	520	?	85.0	3.3	1258	7.6	155	128	79.7	3.0	1251	7.7	87	194	?	?	0.2	1130	7.8	16	44	?	?	0.01	1165	43.9	?	93.3	81.6	77.3	88.0	91.5	?	99.7
D-6/10/91	30442	4.50	7.8	152	318	204	55.9	3.5	1615	7.9	135	236	56.8	4.5	1595	7.9	103	198	74	75.7	0.3	1630	7.9	13	62	13	86.2	0.01	1534	23.7	68.6	93.3	87.4	68.7	91.4	80.5	93.6	99.7
D-8/10/91	29448	3.00	7.6	115	272	266	38.4	2.5	1418	7.7	117	290	40.0	3.5	1385	7.7	75	248	84	69.1	0.2	1446	7.6	18	52	18	68.9	0.02	1498	35.9	71.0	95.7	76.0	79.0	84.3	80.9	93.2	99.2
D-9/10/91	33623	0.50	7.8	135	366	240	49.2	4.5	1344	7.7	149	354	45.8	7.0	1274	7.7	112	220	110	60.0	0.2	1182	7.8	29	84	23	81.7	0.02	1144	24.8	68.9	97.1	74.1	61.8	78.5	77.0	90.4	99.6
D-11/10/91	30927	0.40	7.8	184	424	366	51.9	6.5	1365	7.7	167	304	50.7	6.0	1384	7.8	75	212	88	72.7	0.2	1353	7.7	13	64	15	80.0	0.02	1374	55.1	71.1	96.7	82.7	69.8	92.9	84.9	95.9	99.7
D-12/10/91	34823	0.27	7.9	170	332	226	64.6	5.4	1219	7.9	163	272	58.8	5.5	1223	7.9	94	192	78	76.9	0.2	1134	7.8	21	24	18	83.3	0.02	1105	42.3	71.3	96.4	77.7	87.5	87.6	92.8	92.0	99.6
D-13/10/91	34018	0.88	7.6	153	464	274	55.5	5.5	1149	7.7	142	284	53.5	6.0	1165	7.7	82	228	74	75.7	0.2	1157	7.7	21	92	18	82.2	0.10	1180	42.3	73.9	96.7	74.4	59.6	86.3	80.2	93.4	98.2
D-15/10/91	42876	0.17	7.8	133	349	310	47.7	6.5	875	7.8	128	356	41.0	6.0	870	7.8	67	172	64	78.1	0.2	887	7.8	16	55	19	77.9	0.03	976	47.7	82.0	97.5	76.1	68.0	88.0	84.2	93.9	99.6
D-16/10/91	34820	0.25	8.1	185	439	256	56.3	7.5	2210	7.9	180	316	53.2	7.0	2070	7.9	121	247	102	72.6	0.3	1770	7.8	33	47	21	80.0	0.02	1539	32.8	67.7	96.4	72.7	81.0	82.2	89.3	91.8	99.7
D-17/10/91	31780	0.14	7.7	175	457	262	60.3	4.5	1700	7.7	?	356	60.0	7.5	1698	7.8	?	251	98	81.6	0.3	1659	7.8	25	64	24	87.5	0.08	1631	?	72.5	96.0	?	74.5	85.7	86.0	90.8	98.3
D-18/10/91	33370	0.12	7.8	223	511	202	63.4	4.7	1473	7.8	228	276	59.4	5.5	1584	7.7	122	273	86	72.1	0.2	1510	7.8	22	81	22	81.8	0.02	1504	46.5	68.8	96.4	82.0	70.3	?	84.1	89.1	99.6
D-19/10/91	34408	0.25	8.0	174	442	268	57.5	5.7	1306	7.9	180	302	64.2	7.2	1316	7.9	121	275	96	70.8	0.4	1219	7.9	20	54	18	77.8	0.02	1241	32.8	68.2	94.4	83.5	80.4	88.5	87.8	93.3	99.6
D-20/10/91	32720	1.59	7.8	235	489	252	65.1	4.5	2110	7.8	244	268	64.2	5.0	2100	7.9	135	303	88	68.2	0.2	2120	7.9	27	140	24	70.8	0.20	2080	44.7	67.2	96.0	80.0	53.8	88.5	71.4	90.5	95.6
D-22/10/91	28707	0.40	7.8	117	296	142	71.8	3.0	1494	7.8	108	158	67.1	3.0	1516	7.8	96	250	68	91.2	0.2	1564	7.8	23	77	19	80.0	0.10	1680	11.1	57.0	93.3	76.0	69.2	80.3	74.0	86.6	96.7
D-23/10/91	36182	?	7.7	195	380	216	66.7	4.5	1542	7.8	170	240	66.7	3.5	1311	7.8	119	238	82	80.5	0.2	1443	7.9	37	100	18	88.9	0.05	1365	30.0	65.8	94.3	68.9	58.0	81.0	73.7	91.7	98.9
D-24/10/91	34364	1.20	7.9	191	?	184	73.9	6.5	1384	7.8	192	164	67.1	5.0	1461	7.8	114	?	66	97.0	0.4	1480	7.8	12	?	15	93.3	0.10	1463	40.6	59.8	92.0	89.5	?	93.7	?	91.8	98.5
D-25/10/91	35400	0.70	7.6	156	364	194	63.9	5.5	1680	7.6	169	222	55.9	5.0	1637	7.6	89	?	86	60.5	0.3	1537	7.7	21	64	18	77.8	0.01	1840	47.3	61.3	94.0	76.4	?	86.5	82.4	90.7	99.8
D-26/10/91	30964	3.30	7.7	220	540	184	62.0	3.5	1445	7.7	?	140	58.6	3.0	1414	7.6	?	207	86	81.4	0.2	1428	7.9	16	27	15	70.7	0.15	1337	?	38.6	93.3	?	87.0	92.7	95.0	91.8	95.7
D-27/10/91	35573	7.30	7.6	176	333	178	64.0	3.5	1627	7.7	170	178	67.4	3.0	1684	7.6	?	247	106	77.4	0.2	1720	7.6	16	67	23	80.0	0.05	1799	?	40.4	95.0	?	72.9	90.9	79.9	?	98.6
D-29/10/91	29801	1.60	7.7	172	400	136	70.1	1.5	1402	7.7	182	178	65.2	2.5	1417	7.8	123	263	106	69.8	0.3	1421	7.7	15	59	22	81.8	0.05	1468	32.4	40.4	88.0	87.8	77.6	91.3	85.3	83.8	96.7
D-30/10/91	31524	1.60	7.9	?	478	204	64.7	6.0	1798	7.9	?	214	66.4	7.2	1814	7.9	?	365	120	70.0	2.5	1713	7.8	?	90	21	85.7	0.05	1568	?	43.9	65.3	?	75.3	?	81.2	89.7	99.2
D-1/8/91	29834	3.00	7.4	160	348	194	61.9	3.0	1720	7.5	148	172	65.1	2.5	1729	7.6	105	265	80	82.5	0.2	1780	7.7	15	95	28	77.1	0.02	1772	29.1	53.5	92.0	85.7	64.2	90.6	72.7	85.6	99.3
D-2/8/91	28492	2.60	7.5	124	281	172	66.3	3.0	1520	7.5	117	172	65.1	2.0	1479	7.6	77	221	90	68.9	0.0	1535	7.8	12	75	20	86.0	0.02	1549	34.2	47.7	99.0	84.4	66.1	90.3	73.3	88.4	99.3
D-4/8/91	24978	0.50	7.3	146	288	124	67.7	2.0	1210	7.4	145	109	68.8	1.3	1164	7.4	81	200	52	67.3	0.1	1202	7.5	20	?	29	82.9	0.02	1259	?	52.3	92.3	75.3	?	86.3	?	76.6	99.0
D-5/8/91	29719	0.20	7.6	133	284	186	71.0	5.0	1114	7.6	136	194	68.0	2.5	1095	7.6	61	160	52	94.2	0.1	1076	7.8	11	60	21	91.4	0.02	1100	55.1	73.2	96.0	82.0	62.5	91.7	78.9	88.7	99.6
D-6/8/91	29741	0.45	7.9	151	316	196	64.3	2.5	948	7.8	163	200	69.0	3.0	904	7.9	90	220	71	81.7	0.2	929	8.0	16	44	22	85.5	0.00	951	44.8	64.5	95.0	82.2	80.0	89.4	86.1	88.8	100
D-7/8/91	29027	0.40	7.6	136	328	186	67.7	3.0	899	7.6	132	170	71.8	2.5	921	7.6	73	192	61	83.6	0.2	872	7.8	11	76	23	76.5	0.02	898	?	64.1	94.0	84.9	60.4	91.9	76.8	87.6	99.3
D-8/8/91	30211	0.50	7.6	114	521	506	44.3	7.5	866	7.5	113	498	44.2	8.0	882	7.6	58	137	65	78.5	0.1	880	7.9	11	44	20	78.0	0.02	884	48.7	86.9	98.8	81.0	67.9	90.4	91.6	96.0	99.7
D-9/8/91	30848	0.20	7.7	142	376	144	70.8	3.0	940	7.6	129	164	69.5	7.5	918	7.6	?	255	86	79.1	0.2	933	7.8	9	57	14	82.9	0.02	947	?	47.6	97.3	?	77.6	93.7	84.8	90.3	99.3
D-11/8/91	17527	0.55	7.5	150	171	172	37.2	1.4	732	7.5	113	220	38.2	1.0	731	7.5	42	113	49	67.4	0.1	691	7.6	11	39	16	85.0	0.02	728	62.8	77.7	90.0	73.8	65.5	92.7	77.2	90.7	98.6
D-12/8/91	33331	0.23	7.6	92	233	234	37.6	1.4	829	7.6	103	172	57.0	1.5	852	7.6	65	167	97	58.8	0.2	879	7.7	8	47	18	77.8	0.01	929	36.9	43.6	86.7	87.7	71.9	91.3	79.8	92.3	99.3
D-13/8/91	27998	0.62	7.5	138	268	154	66.2	1.7	890	7.5	105	166	64.0	1.5	880	7.7	65	157	97	64.9	0.2	827	7.8	8	33	13	84.6	0.02	858	38.1	41.6	86.7	87.7	79.0	94.2	87.7	91.6	98.8
D-14/8/91	32845	0.23	7.6	84	251	98	71.4	2.0	866	7.6	110	104	67.3	1.5	877	7.6	54	161	66	69.7	0.3	840	7.6	7	49	17	87.1	0.02	879	50.9	36.5	80.0	87.0	69.6	91.7	80.5	82.7	99.0
D-16/8/91	27933	0.20	7.6	158	375	178	60.7	3.5	1049	7.7	153	168	59.5	3.0	992	7.7	49	177	56	71.4	0.1	910	7.9	9	103	30	64.0	0.05	828	68.0	66.7	96.7	81.6	41.8	94.3	72.5	83.1	98.6
D-18/8/91	27527	0.20	7.3	191	240	166	73.5	3.0	1072	7.4	130	156	75.6	2.5	1023	7.4	80	?	71	77.5	0.3	990	7.5	8	44	11	100	0.02	999	38.5	54.5	88.0	90.0	?	95.8	81.7	93.4	99.3
D-19/8/91	32363	0.10	7.6	159	310	146	68.5	1.6	1096	7.6	131	166	71.1	1.7	1083	7.7	98	169	64	84.4	0.2	1112	7.9	21	59	16	70.0	0.01	1083	25.2	61.4	91.2	78.6	65.1	86.8	81.0	89.0	99.4
D-20/8/91	31437	0.47	7.6	132	304	148	64.9	2.0	939	7.7	147	156	61.5	1.8	974	7.8	80	155	62	77.4	0.1	1008	7.9	14	42	13	83.1	0.01	1012	45.6	60.3	94.4	82.5	72.9	89.4	86.2	91.2	99.5
D-21/8/91	31914	2.00	7.7	127	274	144	72.2	2.0	1031	7.6	124	162	69.1	3.0	1048	7.6	80	157	69	82.6	0.2	1020	7.8	9	35	16	82.5	0.01	1053	?	?	?	?	77.7	?	?	?	?
D-22/8/91	28088	0.20	7.5	153	307	124	82.3	2.5	1044	7.6	163	136	70.6	2.5	1039	7.7	97	188	62	91.9	0.2	1045	7.9	10	46	12	90.0	0.00	1038	40.5	54.4	94.0	89.7	75.5	93.5	85.0	90.3	100
D-23/8/91	27838	0.13	7.6	179	265	128	71.9	1.8	992	7.6	102	120	85.0	2.0	1012	7.7	88	188	66	84.9	0.1	1036	7.9	11	54	14	82.9	0.00	1044	13.7	45.0	95.0	87.5	71.3	93.9	79.6	89.1	100
D-25/8/91	29271	0.36	7.5	99	585	140	71.4	?	962	7.6	103	194	62.3	?	966	7.6	61	129	55	83.6	?	993	7.7	25	95	26	76.9	?	968	40.8	71.6	?	59.0	26.4	74.7	83.8	81.4	?
D-26/8/91	32723	0.16	7.7	93	252	176	56.8	2.3	894	7.7	108	146	65.8	3.0	873	7.7	63	224	55	78.2	0.2	915	7.9	19	54	6	100	0.01	942	?	62.3	93.3	69.8	75.9	79.6	78.6	96.6	99.6
